Date,Cases,Deaths,Hospitalisations,Cases_diff,Deaths_diff
2021-05-14,432810.0,10845.0,39.0,1212.0,14.0
2021-05-15,433819.0,10865.0,27.0,1009.0,20.0
2021-05-16,434597.0,10875.0,,778.0,10.0
2021-05-17,435321.0,10881.0,48.0,724.0,6.0
2021-05-18,436487.0,10913.0,43.0,1166.0,32.0
2021-05-19,437872.0,10948.0,79.0,1385.0,35.0
2021-05-20,439391.0,10965.0,60.0,1519.0,17.0
2021-05-21,440849.0,10985.0,50.0,1458.0,20.0
2021-05-22,442739.0,11012.0,46.0,1890.0,27.0
2021-05-23,443846.0,11032.0,47.0,1107.0,20.0
2021-05-24,444851.0,11039.0,68.0,1005.0,7.0
2021-05-25,446296.0,11075.0,99.0,1445.0,36.0
2021-05-26,448366.0,11099.0,121.0,2070.0,24.0
2021-05-27,450377.0,11141.0,108.0,2011.0,42.0
2021-05-28,452590.0,11164.0,112.0,2213.0,23.0
2021-05-29,454815.0,11190.0,67.0,2225.0,26.0
2021-05-30,456764.0,11207.0,66.0,1949.0,17.0
2021-05-31,458072.0,11224.0,95.0,1308.0,17.0
2021-06-01,459911.0,11268.0,141.0,1839.0,44.0
2021-06-02,462903.0,11322.0,143.0,2992.0,54.0
2021-06-03,465668.0,11339.0,129.0,2765.0,17.0
2021-06-04,468654.0,11363.0,165.0,2986.0,24.0
2021-06-05,471613.0,11404.0,40.0,2959.0,41.0
2021-06-06,474484.0,11411.0,77.0,2871.0,7.0
2021-06-07,476514.0,11436.0,129.0,2030.0,25.0
2021-06-08,479005.0,11481.0,107.0,2491.0,45.0
2021-06-09,484116.0,11519.0,184.0,5111.0,38.0
2021-06-10,489711.0,11573.0,176.0,5595.0,54.0
2021-06-11,494537.0,11610.0,222.0,4826.0,37.0
2021-06-12,500426.0,11648.0,141.0,5889.0,38.0
2021-06-13,505322.0,11673.0,132.0,4896.0,25.0
2021-06-14,509053.0,11720.0,175.0,3731.0,47.0
2021-06-15,514486.0,11793.0,252.0,5433.0,73.0
2021-06-16,522366.0,11861.0,233.0,7880.0,68.0
2021-06-17,529873.0,11919.0,215.0,7507.0,58.0
2021-06-18,536848.0,11981.0,291.0,6975.0,62.0
2021-06-19,545262.0,12079.0,175.0,8414.0,98.0
2021-06-20,553908.0,12114.0,159.0,8646.0,35.0
2021-06-21,560202.0,12170.0,194.0,6294.0,56.0
2021-06-22,567681.0,12320.0,361.0,7479.0,150.0
2021-06-23,578488.0,12382.0,336.0,10807.0,62.0
2021-06-24,588009.0,12434.0,350.0,9521.0,52.0
2021-06-25,599791.0,12482.0,364.0,11782.0,48.0
2021-06-26,611095.0,12554.0,302.0,11304.0,72.0
2021-06-27,620956.0,12601.0,245.0,9861.0,47.0
2021-06-28,629399.0,12647.0,288.0,8443.0,46.0
2021-06-29,638326.0,12769.0,398.0,8927.0,122.0
2021-06-30,649494.0,12887.0,390.0,11168.0,118.0
2021-07-01,662300.0,13094.0,397.0,12806.0,207.0
2021-07-02,676524.0,13210.0,372.0,14224.0,116.0
2021-07-03,692626.0,13316.0,335.0,16102.0,106.0
2021-07-04,702083.0,13466.0,238.0,9457.0,150.0
2021-07-05,709628.0,13603.0,332.0,7545.0,137.0
2021-07-06,718846.0,13770.0,404.0,9218.0,167.0
2021-07-07,729417.0,13948.0,416.0,10571.0,178.0
2021-07-08,741174.0,14133.0,343.0,11757.0,185.0
2021-07-09,752883.0,14247.0,417.0,11709.0,114.0
2021-07-10,763653.0,14377.0,316.0,10770.0,130.0
2021-07-11,772200.0,14465.0,258.0,8547.0,88.0
2021-07-12,777832.0,14580.0,269.0,5632.0,115.0
2021-07-13,784149.0,14688.0,284.0,6317.0,108.0
2021-07-14,792145.0,14867.0,381.0,7996.0,179.0
2021-07-15,799454.0,14991.0,326.0,7309.0,124.0
2021-07-16,805484.0,15199.0,316.0,6030.0,208.0
2021-07-17,811842.0,15311.0,264.0,6358.0,112.0
2021-07-18,816242.0,15391.0,200.0,4400.0,80.0
2021-07-19,818864.0,15482.0,241.0,2622.0,91.0
2021-07-20,822174.0,15605.0,365.0,3310.0,123.0
2021-07-21,827395.0,15762.0,344.0,5221.0,157.0
2021-07-22,832360.0,15903.0,285.0,4965.0,141.0
2021-07-23,836883.0,16012.0,271.0,4523.0,109.0
2021-07-24,840530.0,16107.0,167.0,3647.0,95.0
2021-07-25,843187.0,16262.0,135.0,2657.0,155.0
2021-07-26,844719.0,16436.0,155.0,1532.0,174.0
2021-07-27,846998.0,16518.0,228.0,2279.0,82.0
2021-07-28,852159.0,16679.0,218.0,5161.0,161.0
2021-07-29,855719.0,16761.0,173.0,3560.0,82.0
2021-07-30,858776.0,16813.0,179.0,3057.0,52.0
2021-07-31,861493.0,16922.0,140.0,2717.0,109.0
2021-08-01,863500.0,16983.0,90.0,2007.0,61.0
2021-08-02,864519.0,17079.0,91.0,1019.0,96.0
2021-08-03,866757.0,17222.0,183.0,2238.0,143.0
2021-08-04,869630.0,17346.0,104.0,2873.0,124.0
2021-08-05,872306.0,17428.0,144.0,2676.0,82.0
2021-08-06,874794.0,17539.0,183.0,2488.0,111.0
2021-08-07,876748.0,17604.0,71.0,1954.0,65.0
2021-08-08,878410.0,17676.0,25.0,1662.0,72.0
2021-08-09,879420.0,17748.0,58.0,1010.0,72.0
2021-08-10,880644.0,17783.0,100.0,1224.0,35.0
2021-08-11,881888.0,17848.0,109.0,1244.0,65.0
2021-08-12,884129.0,17915.0,118.0,2241.0,67.0
2021-08-13,886137.0,17968.0,123.0,2008.0,53.0
2021-08-14,887861.0,18011.0,69.0,1724.0,43.0
2021-08-15,889083.0,18089.0,39.0,1222.0,78.0
2021-08-16,889748.0,18165.0,61.0,665.0,76.0
2021-08-17,890978.0,18200.0,108.0,1230.0,35.0
2021-08-18,892749.0,18269.0,88.0,1771.0,69.0
2021-08-19,894333.0,18307.0,94.0,1584.0,38.0
2021-08-20,895773.0,18342.0,78.0,1440.0,35.0
2021-08-21,897159.0,18382.0,61.0,1386.0,40.0
2021-08-22,898155.0,18413.0,43.0,996.0,31.0
2021-08-23,898649.0,18426.0,47.0,494.0,13.0
2021-08-24,899599.0,18459.0,92.0,950.0,33.0
2021-08-25,900921.0,18492.0,72.0,1322.0,33.0
2021-08-26,902057.0,18551.0,69.0,1136.0,59.0
2021-08-27,903155.0,18578.0,71.0,1098.0,27.0
2021-08-28,903951.0,18605.0,52.0,796.0,27.0
2021-08-29,904596.0,18618.0,34.0,645.0,13.0
2021-08-30,904918.0,18690.0,35.0,322.0,72.0
2021-08-31,905414.0,18721.0,66.0,496.0,31.0
2021-09-01,906208.0,18763.0,56.0,794.0,42.0
2021-09-02,906988.0,18784.0,43.0,780.0,21.0
2021-09-03,907644.0,18811.0,54.0,656.0,27.0
2021-09-04,908184.0,18866.0,36.0,540.0,55.0
2021-09-05,908711.0,18867.0,16.0,527.0,1.0
2021-09-06,908931.0,18869.0,21.0,220.0,2.0
2021-09-07,909388.0,18912.0,34.0,457.0,43.0
2021-09-08,909987.0,18931.0,37.0,599.0,19.0
2021-09-09,910555.0,18963.0,39.0,568.0,32.0
2021-09-10,911104.0,19031.0,44.0,549.0,68.0
2021-09-11,911537.0,19051.0,25.0,433.0,20.0
2021-09-12,911854.0,19063.0,8.0,317.0,12.0
2021-09-13,911995.0,19068.0,24.0,141.0,5.0
2021-09-14,912315.0,19078.0,37.0,320.0,10.0
2021-09-15,912728.0,19102.0,43.0,413.0,24.0
2021-09-16,913137.0,19150.0,36.0,409.0,48.0
2021-09-17,913494.0,19174.0,34.0,357.0,24.0
2021-09-18,913848.0,19194.0,14.0,354.0,20.0
2021-09-19,914083.0,19207.0,13.0,235.0,13.0
2021-09-20,914199.0,19215.0,21.0,116.0,8.0
2021-09-21,914460.0,19233.0,27.0,261.0,18.0
2021-09-22,914784.0,19255.0,15.0,324.0,22.0
2021-09-23,915089.0,19262.0,23.0,305.0,7.0
2021-09-24,915326.0,19302.0,10.0,237.0,40.0
2021-09-25,915527.0,19302.0,12.0,201.0,0.0
2021-09-26,915609.0,19306.0,5.0,82.0,4.0
2021-09-27,915716.0,19340.0,16.0,107.0,34.0
2021-09-28,915904.0,19365.0,23.0,188.0,25.0
2021-09-29,916136.0,19380.0,26.0,232.0,15.0
2021-09-30,916377.0,19390.0,16.0,241.0,10.0
2021-10-01,916568.0,19399.0,21.0,191.0,9.0
2021-10-02,916751.0,19405.0,2.0,183.0,6.0
2021-10-03,916848.0,19406.0,10.0,97.0,1.0
2021-10-04,916927.0,19407.0,8.0,79.0,1.0
2021-10-05,917049.0,19411.0,21.0,122.0,4.0
2021-10-06,917201.0,19426.0,23.0,152.0,15.0
2021-10-07,917360.0,19431.0,21.0,159.0,5.0
2021-10-08,917498.0,19433.0,14.0,138.0,2.0
2021-10-09,917650.0,19439.0,7.0,152.0,6.0
2021-10-10,917759.0,19446.0,7.0,109.0,7.0
2021-10-11,917801.0,19450.0,10.0,42.0,4.0
2021-10-12,917900.0,19453.0,10.0,99.0,3.0
2021-10-13,918078.0,19457.0,18.0,178.0,4.0
2021-10-14,918207.0,19459.0,17.0,129.0,2.0
2021-10-15,918318.0,19464.0,13.0,111.0,5.0
2021-10-16,918411.0,19468.0,13.0,93.0,4.0
2021-10-17,918498.0,19471.0,2.0,87.0,3.0
2021-10-18,918537.0,19472.0,9.0,39.0,1.0
2021-10-19,918631.0,19477.0,13.0,94.0,5.0
2021-10-20,918705.0,19496.0,9.0,74.0,19.0
2021-10-21,918779.0,19561.0,15.0,74.0,65.0
2021-10-22,918847.0,19566.0,10.0,68.0,5.0
2021-10-23,918895.0,19570.0,6.0,48.0,4.0
2021-10-24,918952.0,19575.0,6.0,57.0,5.0
2021-10-25,918996.0,19576.0,5.0,44.0,1.0
2021-10-26,919070.0,19583.0,12.0,74.0,7.0
2021-10-27,919173.0,19583.0,7.0,103.0,0.0
2021-10-28,919324.0,19587.0,10.0,151.0,4.0
2021-10-29,919485.0,19593.0,6.0,161.0,6.0
2021-10-30,919541.0,19598.0,3.0,56.0,5.0
2021-10-31,919577.0,19601.0,2.0,36.0,3.0
2021-11-01,919599.0,19603.0,2.0,22.0,2.0
2021-11-02,919634.0,19603.0,4.0,35.0,0.0
2021-11-03,919774.0,19606.0,12.0,140.0,3.0
2021-11-04,919836.0,19610.0,1.0,62.0,4.0
2021-11-05,919921.0,19613.0,,85.0,3.0
2021-11-06,920028.0,19616.0,10.0,107.0,3.0
2021-11-07,920068.0,19619.0,3.0,40.0,3.0
2021-11-08,920106.0,19621.0,4.0,38.0,2.0
2021-11-09,920196.0,19622.0,8.0,90.0,1.0
2021-11-10,920286.0,19625.0,8.0,90.0,3.0
2021-11-11,920406.0,19629.0,11.0,120.0,4.0
2021-11-12,920582.0,19631.0,11.0,176.0,2.0
2021-11-13,920704.0,19634.0,2.0,122.0,3.0
2021-11-14,920830.0,19637.0,3.0,126.0,3.0
2021-11-15,920888.0,19637.0,7.0,58.0,0.0
2021-11-16,921036.0,19639.0,11.0,148.0,2.0
2021-11-17,921368.0,19641.0,15.0,332.0,2.0
2021-11-18,921740.0,19646.0,16.0,372.0,5.0
2021-11-19,922250.0,19647.0,13.0,510.0,1.0
2021-11-20,922834.0,19650.0,5.0,584.0,3.0
2021-11-21,923379.0,19651.0,9.0,545.0,1.0
2021-11-22,923618.0,19660.0,21.0,239.0,9.0
2021-11-23,931717.0,19660.0,39.0,8099.0,0.0
2021-11-24,932738.0,19662.0,39.0,1021.0,2.0
2021-11-25,934689.0,19665.0,69.0,1951.0,3.0
2021-11-26,936873.0,19671.0,41.0,2184.0,6.0
2021-11-27,939502.0,19675.0,22.0,2629.0,4.0
2021-11-28,941811.0,19676.0,7.0,2309.0,1.0
2021-11-29,943720.0,19680.0,64.0,1909.0,4.0
2021-11-30,946851.0,19687.0,81.0,3131.0,7.0
2021-12-01,953020.0,19698.0,79.0,6169.0,11.0
2021-12-02,961301.0,19701.0,176.0,8281.0,3.0
2021-12-03,972872.0,19707.0,135.0,11571.0,6.0
2021-12-04,984481.0,19718.0,56.0,11609.0,11.0
2021-12-05,992423.0,19719.0,9.0,7942.0,1.0
2021-12-06,996915.0,19724.0,93.0,4492.0,5.0
2021-12-07,1005360.0,19737.0,185.0,8445.0,13.0
2021-12-08,1017063.0,19750.0,165.0,11703.0,13.0
2021-12-09,1028854.0,19757.0,207.0,11791.0,7.0
2021-12-10,1038112.0,19765.0,172.0,9258.0,8.0
2021-12-11,1046633.0,19783.0,64.0,8521.0,18.0
2021-12-12,1062854.0,19796.0,37.0,16221.0,13.0
2021-12-13,1069538.0,19798.0,128.0,6684.0,2.0
2021-12-14,1077778.0,19810.0,161.0,8240.0,12.0
2021-12-15,1092552.0,19831.0,199.0,14774.0,21.0
2021-12-16,1098402.0,19842.0,90.0,5850.0,11.0
2021-12-17,1098440.0,19866.0,128.0,38.0,24.0
2021-12-18,1101871.0,19887.0,51.0,3431.0,21.0
2021-12-19,1105453.0,19888.0,11.0,3582.0,1.0
2021-12-20,1107360.0,19906.0,76.0,1907.0,18.0
2021-12-21,1110679.0,19920.0,166.0,3319.0,14.0
2021-12-22,1114501.0,19975.0,171.0,3822.0,55.0
2021-12-23,1118707.0,20002.0,98.0,4206.0,27.0
2021-12-24,1122103.0,20015.0,71.0,3396.0,13.0
2021-12-25,1124872.0,20015.0,35.0,2769.0,0.0
2021-12-26,1125828.0,20023.0,11.0,956.0,8.0
2021-12-27,1126669.0,20023.0,22.0,841.0,0.0
2021-12-28,1128287.0,20031.0,52.0,1618.0,8.0
2021-12-29,1130150.0,20053.0,114.0,1863.0,22.0
2021-12-30,1132399.0,20083.0,121.0,2249.0,30.0
2021-12-31,1134520.0,20108.0,97.0,2121.0,25.0
2022-01-01,1136171.0,20128.0,10.0,1651.0,20.0
2022-01-02,1136960.0,20146.0,4.0,789.0,18.0
2022-01-03,1137897.0,20150.0,19.0,937.0,4.0
2022-01-04,1139449.0,20189.0,86.0,1552.0,39.0
2022-01-05,1141617.0,20206.0,73.0,2168.0,17.0
2022-01-06,1143743.0,20233.0,81.0,2126.0,27.0
2022-01-07,1145558.0,20243.0,76.0,1815.0,10.0
2022-01-08,1147095.0,20262.0,35.0,1537.0,19.0
2022-01-09,1148061.0,20263.0,18.0,966.0,1.0
2022-01-10,1148895.0,20270.0,37.0,834.0,7.0
2022-01-11,1150192.0,20286.0,54.0,1297.0,16.0
2022-01-12,1151646.0,20308.0,69.0,1454.0,22.0
2022-01-13,1152854.0,20326.0,75.0,1208.0,18.0
2022-01-14,1153929.0,20334.0,48.0,1075.0,8.0
2022-01-15,1154906.0,20349.0,22.0,977.0,15.0
2022-01-16,1155517.0,20350.0,7.0,611.0,1.0
2022-01-17,1155946.0,20353.0,29.0,429.0,3.0
2022-01-18,1156730.0,20361.0,42.0,784.0,8.0
2022-01-19,1157747.0,20372.0,39.0,1017.0,11.0
2022-01-20,1158676.0,20380.0,38.0,929.0,8.0
2022-01-21,1159546.0,20389.0,,870.0,9.0
2022-01-22,1160320.0,20402.0,,774.0,13.0
2022-01-23,,,,,
2022-01-24,,,,,
2022-01-25,,,,,
2022-01-26,,,,,
2022-01-27,,,,,
2022-01-28,,,,,
2022-01-29,,,,,
2022-01-30,,,,,
2022-01-31,,,,,
2022-02-01,,,,,
2022-02-02,,,,,
2022-02-03,,,,,
2022-02-04,,,,,
2022-02-05,,,,,
2022-02-06,,,,,
2022-02-07,,,,,
2022-02-08,,,,,
2022-02-09,,,,,
2022-02-10,,,,,
2022-02-11,,,,,
2022-02-12,,,,,
2022-02-13,,,,,
2022-02-14,,,,,
2022-02-15,,,,,
2022-02-16,,,,,
2022-02-17,,,,,
2022-02-18,,,,,
2022-02-19,,,,,
2022-02-20,,,,,
2022-02-21,,,,,
2022-02-22,,,,,
2022-02-23,,,,,
2022-02-24,,,,,
2022-02-25,,,,,
2022-02-26,,,,,
2022-02-27,,,,,
2022-02-28,,,,,
2022-03-01,,,,,
2022-03-02,,,,,
2022-03-03,,,,,
2022-03-04,,,,,
2022-03-05,,,,,
2022-03-06,,,,,
2022-03-07,,,,,
2022-03-08,,,,,
2022-03-09,,,,,
2022-03-10,,,,,
2022-03-11,,,,,
2022-03-12,,,,,
2022-03-13,,,,,
2022-03-14,,,,,
2022-03-15,,,,,
2022-03-16,,,,,
2022-03-17,,,,,
2022-03-18,,,,,
2022-03-19,,,,,
2022-03-20,,,,,
2022-03-21,,,,,
2022-03-22,,,,,
2022-03-23,,,,,
2022-03-24,,,,,
2022-03-25,,,,,
2022-03-26,,,,,
2022-03-27,,,,,
2022-03-28,,,,,
2022-03-29,,,,,
2022-03-30,,,,,
2022-03-31,,,,,
2022-04-01,,,,,
2022-04-02,,,,,
2022-04-03,,,,,
2022-04-04,,,,,
2022-04-05,,,,,
2022-04-06,,,,,
2022-04-07,,,,,
2022-04-08,,,,,
2022-04-09,,,,,
2022-04-10,,,,,
2022-04-11,,,,,
2022-04-12,,,,,
2022-04-13,,,,,
2022-04-14,,,,,
2022-04-15,,,,,
2022-04-16,,,,,
2022-04-17,,,,,
2022-04-18,,,,,
2022-04-19,,,,,
2022-04-20,,,,,
2022-04-21,,,,,
2022-04-22,,,,,
2022-04-23,,,,,
2022-04-24,,,,,
2022-04-25,,,,,
2022-04-26,,,,,
2022-04-27,,,,,
2022-04-28,,,,,
2022-04-29,,,,,
2022-04-30,,,,,
2022-05-01,,,,,
2022-05-02,,,,,
2022-05-03,,,,,
2022-05-04,,,,,
2022-05-05,,,,,
2022-05-06,,,,,
2022-05-07,,,,,
2022-05-08,,,,,
2022-05-09,,,,,
2022-05-10,,,,,
2022-05-11,,,,,
2022-05-12,,,,,
2022-05-13,,,,,
2022-05-14,,,,,
2022-05-15,,,,,
2022-05-16,,,,,
2022-05-17,,,,,
2022-05-18,,,,,
2022-05-19,,,,,
2022-05-20,,,,,
2022-05-21,,,,,
2022-05-22,,,,,
2022-05-23,,,,,
2022-05-24,,,,,
2022-05-25,,,,,
2022-05-26,,,,,
2022-05-27,,,,,
2022-05-28,,,,,
2022-05-29,,,,,
2022-05-30,,,,,
2022-05-31,,,,,
2022-06-01,,,,,
2022-06-02,,,,,
2022-06-03,,,,,
2022-06-04,,,,,
2022-06-05,,,,,
2022-06-06,,,,,
2022-06-07,,,,,
2022-06-08,,,,,
2022-06-09,,,,,
2022-06-10,,,,,
2022-06-11,,,,,
2022-06-12,,,,,
2022-06-13,,,,,
2022-06-14,,,,,
2022-06-15,,,,,
2022-06-16,,,,,
2022-06-17,,,,,
2022-06-18,,,,,
2022-06-19,,,,,
2022-06-20,,,,,
2022-06-21,,,,,
2022-06-22,,,,,
2022-06-23,,,,,
2022-06-24,,,,,
2022-06-25,,,,,
2022-06-26,,,,,
2022-06-27,,,,,
2022-06-28,,,,,
2022-06-29,,,,,
2022-06-30,,,,,
2022-07-01,,,,,
2022-07-02,,,,,
2022-07-03,,,,,
2022-07-04,,,,,
2022-07-05,,,,,
2022-07-06,,,,,
2022-07-07,,,,,
2022-07-08,,,,,
2022-07-09,,,,,
2022-07-10,,,,,
2022-07-11,,,,,
2022-07-12,,,,,
2022-07-13,,,,,
2022-07-14,,,,,
2022-07-15,,,,,
2022-07-16,,,,,
2022-07-17,,,,,
2022-07-18,,,,,
2022-07-19,,,,,
2022-07-20,,,,,
2022-07-21,,,,,
2022-07-22,,,,,
2022-07-23,,,,,
2022-07-24,,,,,
2022-07-25,,,,,
2022-07-26,,,,,
2022-07-27,,,,,
2022-07-28,,,,,
2022-07-29,,,,,
2022-07-30,,,,,
2022-07-31,,,,,
2022-08-01,,,,,
2022-08-02,,,,,
2022-08-03,,,,,
2022-08-04,,,,,
2022-08-05,,,,,
2022-08-06,,,,,
2022-08-07,,,,,
2022-08-08,,,,,
2022-08-09,,,,,
2022-08-10,,,,,
2022-08-11,,,,,
2022-08-12,,,,,
2022-08-13,,,,,
2022-08-14,,,,,
2022-08-15,,,,,
2022-08-16,,,,,
2022-08-17,,,,,
2022-08-18,,,,,
2022-08-19,,,,,
2022-08-20,,,,,
2022-08-21,,,,,
2022-08-22,,,,,
2022-08-23,,,,,
2022-08-24,,,,,
2022-08-25,,,,,
2022-08-26,,,,,
2022-08-27,,,,,
2022-08-28,,,,,
2022-08-29,,,,,
2022-08-30,,,,,
2022-08-31,,,,,
2022-09-01,,,,,
2022-09-02,,,,,
2022-09-03,,,,,
2022-09-04,,,,,
2022-09-05,,,,,
2022-09-06,,,,,
2022-09-07,,,,,
2022-09-08,,,,,
2022-09-09,,,,,
2022-09-10,,,,,
2022-09-11,,,,,
2022-09-12,,,,,
2022-09-13,,,,,
2022-09-14,,,,,
2022-09-15,,,,,
2022-09-16,,,,,
2022-09-17,,,,,
2022-09-18,,,,,
2022-09-19,,,,,
2022-09-20,,,,,
2022-09-21,,,,,
2022-09-22,,,,,
2022-09-23,,,,,
2022-09-24,,,,,
2022-09-25,,,,,
2022-09-26,,,,,
2022-09-27,,,,,
2022-09-28,,,,,
2022-09-29,,,,,
2022-09-30,,,,,
2022-10-01,,,,,
2022-10-02,,,,,
2022-10-03,,,,,
2022-10-04,,,,,
2022-10-05,,,,,
2022-10-06,,,,,
2022-10-07,,,,,
2022-10-08,,,,,
2022-10-09,,,,,
2022-10-10,,,,,
2022-10-11,,,,,
2022-10-12,,,,,
2022-10-13,,,,,
2022-10-14,,,,,
2022-10-15,,,,,
2022-10-16,,,,,
2022-10-17,,,,,
2022-10-18,,,,,
2022-10-19,,,,,
2022-10-20,,,,,
2022-10-21,,,,,
2022-10-22,,,,,
2022-10-23,,,,,
2022-10-24,,,,,
2022-10-25,,,,,
2022-10-26,,,,,
2022-10-27,,,,,
2022-10-28,,,,,
2022-10-29,,,,,
2022-10-30,,,,,
2022-10-31,,,,,
2022-11-01,,,,,
2022-11-02,,,,,
2022-11-03,,,,,
2022-11-04,,,,,
2022-11-05,,,,,
2022-11-06,,,,,
2022-11-07,,,,,
2022-11-08,,,,,
2022-11-09,,,,,
2022-11-10,,,,,
2022-11-11,,,,,
2022-11-12,,,,,
2022-11-13,,,,,
2022-11-14,,,,,
2022-11-15,,,,,
2022-11-16,,,,,
2022-11-17,,,,,
2022-11-18,,,,,
2022-11-19,,,,,
2022-11-20,,,,,
2022-11-21,,,,,
2022-11-22,,,,,
2022-11-23,,,,,
2022-11-24,,,,,
2022-11-25,,,,,
2022-11-26,,,,,
2022-11-27,,,,,
2022-11-28,,,,,
2022-11-29,,,,,
2022-11-30,,,,,
2022-12-01,,,,,
2022-12-02,,,,,
2022-12-03,,,,,
2022-12-04,,,,,
2022-12-05,,,,,
2022-12-06,,,,,
2022-12-07,,,,,
2022-12-08,,,,,
2022-12-09,,,,,
2022-12-10,,,,,
2022-12-11,,,,,
2022-12-12,,,,,
2022-12-13,,,,,
2022-12-14,,,,,
2022-12-15,,,,,
2022-12-16,,,,,
2022-12-17,,,,,
2022-12-18,,,,,
2022-12-19,,,,,
2022-12-20,,,,,
2022-12-21,,,,,
2022-12-22,,,,,
2022-12-23,,,,,
2022-12-24,,,,,
2022-12-25,,,,,
2022-12-26,,,,,
2022-12-27,,,,,
2022-12-28,,,,,
2022-12-29,,,,,
2022-12-30,,,,,
2022-12-31,,,,,
